secs,cad,hr,km,kph,nm,watts,alt,lon,lat,headwind,slope,temp,interval,lrbalance,lte,rte,lps,rps,smo2,thb,o2hb,hhb
2140,84,142,14.122,21.5064,0,362,120.4,-1.68699000,53.82636800,0,5.65073,11,0,-255,0,0,0,0,0,0,0,0
2141,84,142,14.1279,21.312,0,341,120.6,-1.68706300,53.82633800,0,5.32304,11,0,-255,0,0,0,0,0,0,0,0
2142,84,142,14.1337,21.1536,0,333,121,-1.68713500,53.82630900,0,5.67937,11,0,-255,0,0,0,0,0,0,0,0
2143,83,142,14.1395,21.2472,0,353,121.2,-1.68721000,53.82628100,0,5.38927,11,0,-255,0,0,0,0,0,0,0,0
2144,84,143,14.1453,21.2256,0,353,121.6,-1.68728300,53.82625100,0,5.43377,11,0,-255,0,0,0,0,0,0,0,0
2145,84,143,14.1515,21.204,0,345,122,-1.68735900,53.82621900,0,5.38927,11,0,-255,0,0,0,0,0,0,0,0
2146,84,145,14.1575,21.2904,0,336,122.4,-1.68743200,53.82618500,0,5.41078,11,0,-255,0,0,0,0,0,0,0,0
2147,84,145,14.1637,21.636,0,337,123,-1.68750800,53.82615100,0,5.71185,11,0,-255,0,0,0,0,0,0,0,0
2148,85,145,14.1695,21.6216,0,361,123.4,-1.68757700,53.82612100,0,5.69975,11,0,-255,0,0,0,0,0,0,0,0
2149,86,145,14.1753,21.6144,0,363,123.6,-1.68764100,53.82608500,0,5.69975,11,0,-255,0,0,0,0,0,0,0,0
2150,87,145,14.1818,21.888,0,366,123.8,-1.68770900,53.82604100,0,5.68487,11,0,-255,0,0,0,0,0,0,0,0
2151,88,145,14.1883,22.1904,0,368,124.2,-1.68777400,53.82599800,0,5.96127,11,0,-255,0,0,0,0,0,0,0,0
2152,89,145,14.1947,22.3128,0,357,124.2,-1.68783800,53.82595400,0,5.27161,11,0,-255,0,0,0,0,0,0,0,0
2153,89,145,14.2012,22.7664,0,350,124.4,-1.68790400,53.82591200,0,5.23448,11,0,-255,0,0,0,0,0,0,0,0
2154,90,145,14.2075,23.1192,0,377,124.6,-1.68796700,53.82587000,0,4.86228,11,0,-255,0,0,0,0,0,0,0,0
2155,91,145,14.2134,22.716,0,393,124.8,-1.68802600,53.82583000,0,4.5561,11,0,-255,0,0,0,0,0,0,0,0
2156,89,145,14.2197,22.6152,0,390,125,-1.68809000,53.82578700,0,4.2069,11,0,-255,0,0,0,0,0,0,0,0
2157,88,145,14.226,22.5072,0,351,125.2,-1.68815500,53.82574600,0,3.55662,11,0,-255,0,0,0,0,0,0,0,0
2158,89,145,14.2321,22.3056,0,355,125.4,-1.68821900,53.82570400,0,3.19483,11,0,-255,0,0,0,0,0,0,0,0
2159,89,145,14.2385,22.3488,0,357,126,-1.68828700,53.82566500,0,3.7875,11,0,-255,0,0,0,0,0,0,0,0
2160,91,145,14.2447,22.5288,0,354,126.2,-1.68835500,53.82562600,0,3.80239,11,0,-255,0,0,0,0,0,0,0,0
2161,92,145,14.2511,22.5792,0,349,126.4,-1.68842400,53.82558400,0,3.49951,11,0,-255,0,0,0,0,0,0,0,0
2162,90,145,14.2574,22.6152,0,339,126.8,-1.68849100,53.82554500,0,4.13443,11,0,-255,0,0,0,0,0,0,0,0
2163,87,145,14.2633,22.4712,0,333,127.2,-1.68855400,53.82550600,0,4.5047,11,0,-255,0,0,0,0,0,0,0,0
2164,86,145,14.2697,22.4424,0,347,127.6,-1.68861900,53.82546500,0,4.81224,11,0,-255,0,0,0,0,0,0,0,0
2165,84,145,14.2755,22.1544,0,361,128,-1.68867700,53.82542500,0,5.16291,11,0,-255,0,0,0,0,0,0,0,0
2166,83,145,14.2812,21.6864,0,375,128.6,-1.68873800,53.82539000,0,5.89808,11,0,-255,0,0,0,0,0,0,0,0
2167,82,146,14.2869,21.2256,0,388,129,-1.68880000,53.82535300,0,6.28238,11,0,-255,0,0,0,0,0,0,0,0
2168,84,146,14.2926,21.0744,0,379,129.4,-1.68886100,53.82531800,0,6.65626,11,0,-255,0,0,0,0,0,0,0,0
2169,88,146,14.2983,20.6064,0,380,129.8,-1.68892300,53.82528000,0,6.42052,11,0,-255,0,0,0,0,0,0,0,0
2170,87,149,14.3036,20.232,0,377,130.2,-1.68897600,53.82524600,0,6.85265,11,0,-255,0,0,0,0,0,0,0,0
2171,83,149,14.3089,19.9728,0,366,130.6,-1.68903000,53.82520900,0,7.29487,11,0,-255,0,0,0,0,0,0,0,0
2172,79,149,14.3141,19.5984,0,343,131,-1.68908800,53.82517900,0,7.42918,11,0,-255,0,0,0,0,0,0,0,0
2173,68,149,14.3188,18.864,0,317,131.2,-1.68914600,53.82515200,0,7.17675,11,0,-255,0,0,0,0,0,0,0,0
2174,66,149,14.3231,17.8344,0,333,131.4,-1.68919700,53.82512900,0,7.01686,11,0,-255,0,0,0,0,0,0,0,0
2175,65,149,14.3274,17.1648,0,341,131.6,-1.68924600,53.82510300,0,6.79232,11,0,-255,0,0,0,0,0,0,0,0
2176,63,149,14.3319,16.5456,0,345,131.8,-1.68929400,53.82507600,0,6.18414,11,0,-255,0,0,0,0,0,0,0,0
2177,63,149,14.3366,16.1856,0,359,132.2,-1.68934300,53.82504500,0,6.33345,11,0,-255,0,0,0,0,0,0,0,0
2178,63,149,14.3411,16.0344,0,355,132.6,-1.68938900,53.82501500,0,6.52058,11,0,-255,0,0,0,0,0,0,0,0
2179,64,148,14.3458,16.3656,0,341,133,-1.68943400,53.82498200,0,6.66989,11,0,-255,0,0,0,0,0,0,0,0
2180,65,148,14.3502,16.416,0,332,133.4,-1.68947400,53.82494900,0,6.82426,11,0,-255,0,0,0,0,0,0,0,0
2181,66,148,14.3545,16.2432,0,328,133.6,-1.68951200,53.82491800,0,6.53466,11,0,-255,0,0,0,0,0,0,0,0
2182,67,148,14.3591,16.2288,0,327,133.8,-1.68955300,53.82488400,0,6.20022,11,0,-255,0,0,0,0,0,0,0,0
2183,68,148,14.3642,16.6608,0,330,134.2,-1.68960400,53.82485100,0,6.559,11,0,-255,0,0,0,0,0,0,0,0
2184,68,148,14.3684,16.2792,0,361,134.8,-1.68964900,53.82482300,0,7.52245,11,0,-255,0,0,0,0,0,0,0,0
2185,67,148,14.3729,16.3152,0,369,135.2,-1.68969700,53.82479500,0,7.94622,11,0,-255,0,0,0,0,0,0,0,0
2186,67,148,14.3774,16.488,0,337,135.6,-1.68974900,53.82477000,0,8.39067,11,0,-255,0,0,0,0,0,0,0,0
2187,68,148,14.3821,16.5528,0,329,136,-1.68980200,53.82474000,0,8.39067,11,0,-255,0,0,0,0,0,0,0,0
2188,71,148,14.387,16.4232,0,340,136.4,-1.68985500,53.82471100,0,8.31811,11,0,-255,0,0,0,0,0,0,0,0
2189,74,148,14.3919,16.9056,0,335,136.6,-1.68990500,53.82467700,0,7.87521,11,0,-255,0,0,0,0,0,0,0,0
2190,79,148,14.3969,17.3376,0,332,136.8,-1.68995500,53.82464300,0,7.36612,11,0,-255,0,0,0,0,0,0,0,0
2191,79,150,14.4018,17.5752,0,338,137.2,-1.69000400,53.82461000,0,7.71733,11,0,-255,0,0,0,0,0,0,0,0
2192,79,152,14.4069,17.8632,0,356,137.2,-1.69005600,53.82457800,0,7.28254,11,0,-255,0,0,0,0,0,0,0,0
2193,79,152,14.4117,17.748,0,363,137.6,-1.69010500,53.82454600,0,7.33156,11,0,-255,0,0,0,0,0,0,0,0
2194,77,154,14.4166,17.8128,0,351,137.8,-1.69015700,53.82451500,0,6.31115,11,0,-255,0,0,0,0,0,0,0,0
2195,85,156,14.4216,17.7552,0,341,138,-1.69021000,53.82448200,0,5.82227,11,0,-255,0,0,0,0,0,0,0,0
2196,87,156,14.4264,17.7264,0,344,138.2,-1.69025600,53.82444800,0,5.35004,11,0,-255,0,0,0,0,0,0,0,0
2197,87,157,14.4311,17.4384,0,359,138.4,-1.69030200,53.82441500,0,4.92451,11,0,-255,0,0,0,0,0,0,0,0
2198,86,160,14.4358,17.352,0,341,138.8,-1.69035000,53.82438500,0,4.95925,11,0,-255,0,0,0,0,0,0,0,0
2199,87,163,14.4407,17.3304,0,359,139,-1.69039900,53.82435100,0,4.95925,11,0,-255,0,0,0,0,0,0,0,0
2200,87,165,14.4457,17.3592,0,355,139,-1.69045500,53.82431900,0,4.55925,11,0,-255,0,0,0,0,0,0,0,0
2201,86,165,14.4505,17.3592,0,343,139.4,-1.69050700,53.82429000,0,4.57626,11,0,-255,0,0,0,0,0,0,0,0
2202,86,165,14.4551,17.2872,0,344,139.8,-1.69055700,53.82426200,0,5.44582,11,0,-255,0,0,0,0,0,0,0,0
2203,85,165,14.46,17.4024,0,344,140.4,-1.69060700,53.82422900,0,5.83698,11,0,-255,0,0,0,0,0,0,0,0
2204,84,165,14.4648,17.3736,0,320,140.8,-1.69065600,53.82419700,0,6.26215,11,0,-255,0,0,0,0,0,0,0,0
2205,83,165,14.4693,16.992,0,327,141.2,-1.69070000,53.82416700,0,6.75104,11,0,-255,0,0,0,0,0,0,0,0
2206,84,165,14.4736,16.6248,0,338,141.6,-1.69074500,53.82413800,0,7.2646,11,0,-255,0,0,0,0,0,0,0,0
2207,85,166,14.4783,16.6536,0,347,142,-1.69079500,53.82410900,0,7.69013,11,0,-255,0,0,0,0,0,0,0,0
2208,86,166,14.4829,16.5024,0,356,142.2,-1.69084300,53.82407900,0,7.27385,11,0,-255,0,0,0,0,0,0,0,0
2209,86,166,14.4876,16.3728,0,358,142.6,-1.69089200,53.82404900,0,7.71675,11,0,-255,0,0,0,0,0,0,0,0
2210,85,166,14.4923,16.56,0,341,143,-1.69094100,53.82401500,0,8.56782,11,0,-255,0,0,0,0,0,0,0,0
2211,85,166,14.4969,16.7616,0,346,143.4,-1.69098900,53.82398500,0,8.60405,11,0,-255,0,0,0,0,0,0,0,0
2212,81,166,14.5015,16.6968,0,327,143.8,-1.69103800,53.82395800,0,8.60405,11,0,-255,0,0,0,0,0,0,0,0
2213,73,166,14.5057,16.4376,0,303,144.2,-1.69108400,53.82393200,0,8.33194,11,0,-255,0,0,0,0,0,0,0,0
2214,66,166,14.5099,16.0992,0,314,144.6,-1.69112800,53.82390500,0,8.45099,11,0,-255,0,0,0,0,0,0,0,0
2215,64,166,14.514,15.6024,0,341,145,-1.69117300,53.82387800,0,8.53771,11,0,-255,0,0,0,0,0,0,0,0
2216,63,166,14.5184,15.4656,0,351,145.6,-1.69121700,53.82385000,0,8.97111,11,0,-255,0,0,0,0,0,0,0,0
2217,63,166,14.5224,15.084,0,360,145.8,-1.69125600,53.82382000,0,8.62005,11,0,-255,0,0,0,0,0,0,0,0
2218,63,166,14.5263,14.8608,0,380,146.4,-1.69129500,53.82379300,0,9.72373,11,0,-255,0,0,0,0,0,0,0,0
2219,63,166,14.5304,14.7672,0,380,146.8,-1.69133300,53.82376400,0,9.84827,11,0,-255,0,0,0,0,0,0,0,0
2220,63,166,14.5343,14.6016,0,377,147.2,-1.69136700,53.82373700,0,10.0229,11,0,-255,0,0,0,0,0,0,0,0
2221,63,167,14.5383,14.364,0,377,147.6,-1.69140000,53.82370600,0,10.1533,11,0,-255,0,0,0,0,0,0,0,0
2222,63,168,14.5422,14.2488,0,376,148,-1.69142600,53.82367600,0,10.3094,11,0,-255,0,0,0,0,0,0,0,0
2223,62,170,14.5459,14.0976,0,371,148.6,-1.69145300,53.82364400,0,10.9786,11,0,-255,0,0,0,0,0,0,0,0
2224,61,170,14.5494,13.6872,0,379,149,-1.69147600,53.82361500,0,11.1691,11,0,-255,0,0,0,0,0,0,0,0
2225,61,170,14.5529,13.4424,0,384,149.6,-1.69149800,53.82358900,0,11.9078,11,0,-255,0,0,0,0,0,0,0,0
2226,60,170,14.5564,13.0392,0,384,150,-1.69151900,53.82356100,0,11.687,11,0,-255,0,0,0,0,0,0,0,0
2227,59,170,14.56,12.852,0,380,150.4,-1.69154100,53.82353100,0,12.2981,11,0,-255,0,0,0,0,0,0,0,0
2228,59,170,14.5634,12.5496,0,364,150.8,-1.69155800,53.82350100,0,11.9361,11,0,-255,0,0,0,0,0,0,0,0
2229,70,170,14.5667,12.3984,0,380,151.2,-1.69157500,53.82347300,0,12.1726,11,0,-255,0,0,0,0,0,0,0,0
2230,75,170,14.5701,12.384,0,392,151.8,-1.69159300,53.82344400,0,12.9117,11,0,-255,0,0,0,0,0,0,0,0
2231,76,171,14.5737,12.4704,0,393,152.2,-1.69161300,53.82341600,0,13.0228,11,0,-255,0,0,0,0,0,0,0,0
2232,76,172,14.5775,12.5496,0,388,152.6,-1.69163200,53.82338200,0,13.0498,11,0,-255,0,0,0,0,0,0,0,0
2233,78,172,14.5811,12.7584,0,411,152.8,-1.69165200,53.82335100,0,11.9837,11,0,-255,0,0,0,0,0,0,0,0
2234,72,172,14.5848,13.0248,0,406,153.2,-1.69167000,53.82332100,0,11.9219,11,0,-255,0,0,0,0,0,0,0,0
2235,79,172,14.5884,13.1256,0,406,153.6,-1.69168700,53.82329000,0,11.3188,11,0,-255,0,0,0,0,0,0,0,0
2236,79,172,14.5924,13.4496,0,405,154,-1.69170900,53.82325800,0,11.1759,11,0,-255,0,0,0,0,0,0,0,0
2237,79,171,14.5961,13.428,0,386,154.2,-1.69173000,53.82322500,0,10.6053,11,0,-255,0,0,0,0,0,0,0,0
2238,78,169,14.6,13.5936,0,371,154.8,-1.69174800,53.82319500,0,10.9673,11,0,-255,0,0,0,0,0,0,0,0
2239,78,169,14.6037,13.6512,0,367,155.2,-1.69176600,53.82316100,0,10.8363,11,0,-255,0,0,0,0,0,0,0,0
2240,78,169,14.6074,13.7232,0,374,155.4,-1.69178400,53.82313000,0,9.61211,11,0,-255,0,0,0,0,0,0,0,0
2241,79,169,14.611,13.3992,0,389,155.8,-1.69180100,53.82310000,0,9.61211,11,0,-255,0,0,0,0,0,0,0,0
2242,80,168,14.6151,13.6368,0,386,156,-1.69182200,53.82306500,0,9.04729,11,0,-255,0,0,0,0,0,0,0,0
2243,80,168,14.6188,13.5576,0,381,156.6,-1.69184500,53.82303400,0,10.1134,10,0,-255,0,0,0,0,0,0,0,0
2244,81,168,14.6229,13.788,0,393,157,-1.69186300,53.82300000,0,10.0079,10,0,-255,0,0,0,0,0,0,0,0
2245,81,168,14.6267,13.9104,0,393,157.4,-1.69188200,53.82296600,0,9.9494,10,0,-255,0,0,0,0,0,0,0,0
2246,82,168,14.6305,14.0328,0,384,157.8,-1.69190000,53.82293500,0,10.002,10,0,-255,0,0,0,0,0,0,0,0
2247,81,168,14.6346,14.076,0,370,158.2,-1.69191700,53.82290000,0,10.4371,10,0,-255,0,0,0,0,0,0,0,0
2248,81,168,14.6389,14.4936,0,355,158.8,-1.69193900,53.82286200,0,10.294,10,0,-255,0,0,0,0,0,0,0,0
2249,80,169,14.6427,14.256,0,354,159.2,-1.69196000,53.82283200,0,10.2655,10,0,-255,0,0,0,0,0,0,0,0
2250,80,169,14.6466,14.2992,0,355,159.6,-1.69198000,53.82279700,0,10.7506,11,0,-255,0,0,0,0,0,0,0,0
2251,79,169,14.6505,14.364,0,353,160.2,-1.69199900,53.82276400,0,11.178,11,0,-255,0,0,0,0,0,0,0,0
2252,78,169,14.6543,14.1696,0,336,160.6,-1.69202200,53.82273200,0,11.7428,11,0,-255,0,0,0,0,0,0,0,0
2253,79,170,14.6582,13.9032,0,326,161,-1.69203900,53.82269800,0,11.1468,11,0,-255,0,0,0,0,0,0,0,0
2254,83,170,14.6621,14.0256,0,362,161.2,-1.69205600,53.82266400,0,10.684,11,0,-255,0,0,0,0,0,0,0,0
2255,86,170,14.6661,14.0472,0,385,161.6,-1.69207400,53.82263300,0,10.6314,11,0,-255,0,0,0,0,0,0,0,0
2256,76,169,14.6701,14.1624,0,382,162,-1.69209400,53.82259900,0,10.5788,11,0,-255,0,0,0,0,0,0,0,0
2257,75,169,14.6743,14.4072,0,358,162.4,-1.69211700,53.82256200,0,10.5556,11,0,-255,0,0,0,0,0,0,0,0
2258,76,169,14.6784,14.5368,0,340,163,-1.69214100,53.82253000,0,10.6236,11,0,-255,0,0,0,0,0,0,0,0
2259,78,169,14.6828,14.8896,0,363,163.4,-1.69215900,53.82249200,0,10.4801,11,0,-255,0,0,0,0,0,0,0,0
2260,79,171,14.6872,15.1704,0,339,163.8,-1.69217500,53.82245200,0,10.3635,11,0,-255,0,0,0,0,0,0,0,0
2261,80,171,14.6917,15.5088,0,325,164.2,-1.69219500,53.82241200,0,9.71396,11,0,-255,0,0,0,0,0,0,0,0
2262,83,171,14.696,15.6024,0,322,164.6,-1.69221400,53.82237700,0,9.59156,11,0,-255,0,0,0,0,0,0,0,0
2263,85,170,14.7004,15.8472,0,326,165,-1.69223800,53.82233800,0,9.47501,11,0,-255,0,0,0,0,0,0,0,0
2264,87,170,14.705,15.9336,0,323,165.4,-1.69226300,53.82230100,0,9.83175,11,0,-255,0,0,0,0,0,0,0,0
2265,82,170,14.7098,16.2576,0,305,165.8,-1.69229000,53.82226200,0,9.66509,11,0,-255,0,0,0,0,0,0,0,0
2266,78,171,14.7145,16.4664,0,301,166,-1.69231800,53.82222100,0,9.09062,11,0,-255,0,0,0,0,0,0,0,0
2267,79,171,14.7191,16.6392,0,321,166.4,-1.69234500,53.82218400,0,9.0078,11,0,-255,0,0,0,0,0,0,0,0
2268,82,171,14.7243,17.1648,0,335,166.6,-1.69237100,53.82214000,0,7.92901,11,0,-255,0,0,0,0,0,0,0,0
2269,82,171,14.7294,17.6112,0,337,167,-1.69239700,53.82209700,0,7.80423,11,0,-255,0,0,0,0,0,0,0,0
2270,83,171,14.7343,17.6976,0,341,167.2,-1.69242300,53.82205500,0,7.3033,11,0,-255,0,0,0,0,0,0,0,0
2271,84,171,14.7393,17.8128,0,352,167.6,-1.69244900,53.82201300,0,7.21441,11,0,-255,0,0,0,0,0,0,0,0
2272,84,171,14.7444,18.2016,0,345,168,-1.69247700,53.82197200,0,7.06849,11,0,-255,0,0,0,0,0,0,0,0
2273,84,171,14.7495,18.1584,0,332,168.2,-1.69250900,53.82192800,0,6.55156,11,0,-255,0,0,0,0,0,0,0,0
2274,84,171,14.7546,18.1296,0,333,168.8,-1.69253500,53.82188600,0,6.85846,11,0,-255,0,0,0,0,0,0,0,0
2275,85,172,14.7596,18.1656,0,338,169,-1.69256200,53.82184400,0,6.42513,11,0,-255,0,0,0,0,0,0,0,0
2276,83,172,14.7647,18.2808,0,324,169.4,-1.69258700,53.82180100,0,6.78391,11,0,-255,0,0,0,0,0,0,0,0
2277,77,172,14.7699,18.396,0,285,169.6,-1.69261300,53.82175500,0,6.29896,11,0,-255,0,0,0,0,0,0,0,0
2278,72,172,14.7752,18.4824,0,231,170,-1.69264500,53.82171200,0,6.66906,11,0,-255,0,0,0,0,0,0,0,0
2279,64,172,14.7803,18.5256,0,289,170.2,-1.69267600,53.82167000,0,6.27691,11,0,-255,0,0,0,0,0,0,0,0
2280,65,172,14.7852,18.4248,0,329,170.4,-1.69270600,53.82163000,0,6.27691,11,0,-255,0,0,0,0,0,0,0,0
2281,65,172,14.7903,18.4392,0,339,170.8,-1.69273800,53.82158800,0,6.26122,11,0,-255,0,0,0,0,0,0,0,0
2282,68,170,14.7954,18.3384,0,339,171,-1.69277000,53.82154600,0,5.86906,11,0,-255,0,0,0,0,0,0,0,0
2283,69,170,14.8009,18.5256,0,335,171.2,-1.69280900,53.82150300,0,5.84054,11,0,-255,0,0,0,0,0,0,0,0
2284,73,171,14.8064,18.756,0,328,171.6,-1.69284700,53.82146000,0,5.39135,11,0,-255,0,0,0,0,0,0,0,0
2285,74,172,14.8117,19.1376,0,367,171.8,-1.69288300,53.82141800,0,5.3687,11,0,-255,0,0,0,0,0,0,0,0
2286,76,172,14.8172,19.368,0,352,172,-1.69291600,53.82137200,0,4.94803,11,0,-255,0,0,0,0,0,0,0,0
2287,80,172,14.8228,19.7712,0,347,172.2,-1.69295200,53.82132500,0,4.92055,11,0,-255,0,0,0,0,0,0,0,0
2288,82,172,14.8291,20.3112,0,349,172.4,-1.69299500,53.82127500,0,4.4833,11,0,-255,0,0,0,0,0,0,0,0
2289,84,171,14.8356,21.06,0,285,172.8,-1.69304300,53.82122300,0,4.70653,11,0,-255,0,0,0,0,0,0,0,0
2290,86,171,14.8421,21.8376,0,285,173,-1.69309300,53.82117500,0,4.60605,11,0,-255,0,0,0,0,0,0,0,0
2291,83,171,14.8492,23.0544,0,289,173.2,-1.69314900,53.82112000,0,4.10343,11,0,-255,0,0,0,0,0,0,0,0
2292,79,172,14.8562,24.0336,0,301,173.4,-1.69320200,53.82106500,0,3.99699,11,0,-255,0,0,0,0,0,0,0,0
2293,80,172,14.8628,24.2712,0,318,173.6,-1.69324600,53.82101100,0,3.93638,11,0,-255,0,0,0,0,0,0,0,0
2294,82,172,14.8697,24.516,0,323,173.8,-1.69329100,53.82095400,0,3.49896,11,0,-255,0,0,0,0,0,0,0,0
2295,84,172,14.8769,25.1064,0,336,174,-1.69334000,53.82089600,0,3.39938,11,0,-255,0,0,0,0,0,0,0,0
2296,85,172,14.8843,25.2504,0,356,174.4,-1.69339200,53.82083800,0,3.57629,11,0,-255,0,0,0,0,0,0,0,0
2297,89,172,14.8919,25.7184,0,368,174.4,-1.69345100,53.82078100,0,3.21915,11,0,-255,0,0,0,0,0,0,0,0
2298,89,172,14.9004,27.0864,0,358,174.4,-1.69351700,53.82071600,0,2.90169,11,0,-255,0,0,0,0,0,0,0,0
2299,88,172,14.9088,28.2096,0,296,174.6,-1.69358300,53.82065100,0,2.5244,11,0,-255,0,0,0,0,0,0,0,0
2300,84,172,14.9171,28.9224,0,332,174.8,-1.69364900,53.82058700,0,2.45767,10,0,-255,0,0,0,0,0,0,0,0
2301,83,173,14.9258,29.8584,0,345,174.8,-1.69372200,53.82052200,0,2.17598,10,0,-255,0,0,0,0,0,0,0,0
2302,83,173,14.9342,30.4272,0,335,175,-1.69379300,53.82045900,0,2.12836,11,0,-255,0,0,0,0,0,0,0,0
2303,83,173,14.9433,30.8448,0,298,175.2,-1.69386500,53.82038900,0,2.04511,11,0,-255,0,0,0,0,0,0,0,0
2304,83,173,14.9523,31.2912,0,297,175.2,-1.69393600,53.82031800,0,1.75525,11,0,-255,0,0,0,0,0,0,0,0
2305,84,173,14.9612,31.7088,0,305,175.4,-1.69400200,53.82025100,0,1.70219,11,0,-255,0,0,0,0,0,0,0,0
2306,84,174,14.9697,31.6584,0,305,175.6,-1.69407300,53.82018700,0,1.39695,11,0,-255,0,0,0,0,0,0,0,0
2307,84,174,14.9787,32.0184,0,303,175.6,-1.69414500,53.82011800,0,1.39695,11,0,-255,0,0,0,0,0,0,0,0
2308,85,174,14.9875,31.8312,0,311,175.8,-1.69421700,53.82005000,0,1.62422,11,0,-255,0,0,0,0,0,0,0,0
2309,85,174,14.9963,31.6872,0,322,176,-1.69428900,53.81998300,0,1.6134,11,0,-255,0,0,0,0,0,0,0,0
2310,85,174,15.0051,31.6368,0,287,176.2,-1.69436100,53.81991700,0,1.59971,11,0,-255,0,0,0,0,0,0,0,0
2311,84,174,15.0136,31.6224,0,282,176.4,-1.69443400,53.81985300,0,1.835,11,0,-255,0,0,0,0,0,0,0,0
2312,85,174,15.0226,31.6152,0,316,176.4,-1.69450500,53.81978500,0,1.59691,11,0,-255,0,0,0,0,0,0,0,0
2313,86,174,15.0315,31.7088,0,339,176.2,-1.69457600,53.81971700,0,1.15241,11,0,-255,0,0,0,0,0,0,0,0
2314,87,174,15.0405,31.7952,0,396,176.4,-1.69464700,53.81964900,0,1.37463,11,0,-255,0,0,0,0,0,0,0,0
2315,87,174,15.0495,31.9752,0,441,176.6,-1.69471800,53.81958000,0,1.37213,11,0,-255,0,0,0,0,0,0,0,0
2316,88,174,15.0586,32.3424,0,426,177,-1.69478900,53.81951100,0,1.5764,11,0,-255,0,0,0,0,0,0,0,0
2317,86,174,15.0677,32.5152,0,361,177,-1.69486200,53.81944000,0,1.5764,11,0,-255,0,0,0,0,0,0,0,0
2318,86,174,15.0768,32.6232,0,274,177,-1.69493600,53.81937100,0,1.34913,11,0,-255,0,0,0,0,0,0,0,0
2319,85,174,15.0858,32.616,0,296,177.2,-1.69500700,53.81930100,0,1.34407,11,0,-255,0,0,0,0,0,0,0,0
2320,85,174,15.0945,32.4288,0,362,177.4,-1.69507400,53.81923300,0,1.34669,10,0,-255,0,0,0,0,0,0,0,0
2321,85,174,15.1034,32.3064,0,378,177.6,-1.69514300,53.81916500,0,1.33611,10,0,-255,0,0,0,0,0,0,0,0
2322,85,174,15.1124,32.1336,0,383,178,-1.69521100,53.81909600,0,1.78056,10,0,-255,0,0,0,0,0,0,0,0
2323,84,174,15.1211,31.8816,0,369,178.4,-1.69528100,53.81902800,0,2.46505,10,0,-255,0,0,0,0,0,0,0,0
2324,83,174,15.1297,31.5864,0,334,179,-1.69535000,53.81896300,0,2.9405,10,0,-255,0,0,0,0,0,0,0,0
2325,82,174,15.1382,31.4568,0,360,179.2,-1.69541700,53.81889800,0,2.95357,10,0,-255,0,0,0,0,0,0,0,0
2326,82,176,15.1467,31.14,0,374,179.6,-1.69548200,53.81883300,0,2.9846,10,0,-255,0,0,0,0,0,0,0,0
2327,81,176,15.1553,30.8952,0,325,180,-1.69554600,53.81876400,0,3.44971,10,0,-255,0,0,0,0,0,0,0,0
2328,60,176,15.1638,30.7008,0,229,180.4,-1.69561000,53.81869900,0,3.9203,10,0,-255,0,0,0,0,0,0,0,0
2329,36,176,15.1717,30.2976,0,150,180.8,-1.69567100,53.81863600,0,4.20441,10,0,-255,0,0,0,0,0,0,0,0
2330,11,176,15.1792,29.4696,0,70,181.2,-1.69572800,53.81858000,0,4.50786,10,0,-255,0,0,0,0,0,0,0,0
2331,1,176,15.1862,28.4472,0,0,181.4,-1.69578300,53.81852600,0,4.56885,10,0,-255,0,0,0,0,0,0,0,0
2332,27,176,15.1925,26.7912,0,2,181.8,-1.69582900,53.81847400,0,4.75933,10,0,-255,0,0,0,0,0,0,0,0
2333,69,176,15.1982,24.8256,0,13,181.8,-1.69586800,53.81842900,0,4.29956,10,0,-255,0,0,0,0,0,0,0,0
2334,76,176,15.2035,22.896,0,42,182,-1.69590200,53.81838700,0,3.97924,10,0,-255,0,0,0,0,0,0,0,0
2335,76,176,15.2084,21.0744,0,51,182.2,-1.69593700,53.81834600,0,4.15211,10,0,-255,0,0,0,0,0,0,0,0
2336,68,176,15.2129,19.2024,0,69,182.4,-1.69596900,53.81831200,0,4.12597,10,0,-255,0,0,0,0,0,0,0,0
2337,65,176,15.2173,17.8344,0,95,182.6,-1.69600200,53.81827800,0,4.1154,11,0,-255,0,0,0,0,0,0,0,0
2338,65,176,15.2214,16.668,0,113,182.8,-1.69603500,53.81824800,0,4.13261,11,0,-255,0,0,0,0,0,0,0,0
2339,68,176,15.2252,15.5808,0,98,183,-1.69606200,53.81821700,0,4.1526,11,0,-255,0,0,0,0,0,0,0,0
2340,65,175,15.2288,14.6304,0,97,183.2,-1.69608800,53.81818700,0,4.17482,11,0,-255,0,0,0,0,0,0,0,0
2341,63,175,15.2324,14.04,0,109,183.4,-1.69611800,53.81816100,0,4.44466,11,0,-255,0,0,0,0,0,0,0,0
2342,62,175,15.2355,13.104,0,122,183.8,-1.69614400,53.81813800,0,5.10007,11,0,-255,0,0,0,0,0,0,0,0
2343,61,174,15.2389,12.6144,0,127,183.8,-1.69617100,53.81811100,0,5.10007,11,0,-255,0,0,0,0,0,0,0,0
2344,61,173,15.2421,12.1968,0,115,184,-1.69619600,53.81808800,0,5.34771,11,0,-255,0,0,0,0,0,0,0,0
2345,60,173,15.2453,11.9376,0,111,184,-1.69622000,53.81806200,0,4.93954,11,0,-255,0,0,0,0,0,0,0,0
